ID,issue_description,inventory_item,inventory_revision
71,Z6Iv8JJddYl2HAUH3PJHNFdvkRG9UhbVVBHTXQL63r9Yilb9NCP7YzeTcWLqDKJ57QgF2BumENOgGFN90HvSSd6ghy0AFe3siDbREVGMSm3Lk7NXJL06Y0mdTAhEKtgkUf8Co54eAjApkv5jld03o7Urb78EyBBiGS1F9KtNQV5z062hF8dr2m5WLRlq70q8hbjR4zka,7446,6324
72,nSBf0eFa80iUpdWe4sjCQap6RYXknPXC7P9nUpaHlh20aNwG4Z511rWMnFNbGewtcfWZdtJOSbbsizgEmRqNTgLP2wAPc8AHuJY40WmLQrjZQnoxiJzzyiZ5TGhrs4wTbU8YblNPoe7m6w9OHMqSJKTLucltz4cV4P75pPW76jLTlw8hHSjgNdKRBwo8AdatCmrryDj1,8348,7272
73,Wj99k7dDmgV6HbFq43lY7cJbR9ERsDtrqeHlSBMqf613YGeQlIIqQbv4aisl3LUjxoPnUeY3q42AlPCKfxpk4DaOsMLtSkxTlSGt006HtP9WivTKfhGFfuouOA4HTokGHjZTITUo0i0pEEp73AOverx1nWfz6zyFo2P9W9CLNcP739pJU6NTZzlZvhpwxerBtvALzql3,9679,438
74,hCcz7nqVe9mfpzRzNyUPYsuNNI9eUoUTUXRi75kBFbArYOGK4AcxjsozSOmzoMB0oSKRhs1SNSK6sCy9CyjUMhtmscQtTvX2aJCFDynMIKjQisHPZmw0mqnHjhjFbH8c5RfiAs5OLXLB7cEAUBTq8hQuf4gfOhuBLHVRNiPqrioPemKGdiuaxReYAuCFMZ9nnKzzHxxv,7710,6372
75,9Z2BP3uaCqwUN4n7QcgKeRjBlUwU9pv8oKREf9fIUvXT0S75MJhVPlJs00Z5HabW4yqCmjbQ6X0s4QKTW0IzIZtDBjNokkB4TAYCm4TnrRY2vaxkpFiRRmNfEnBCVxpWW5Y31IqcgfH1B0Rkvn8eBtmrw3792QR4lCgzB3shZGuweWdOVaQryKUmTrH8LrjPNNQ8Ucj1,9259,4425
76,F590NaZtobAkGar4gUwtWsgeiQGf321ZwWFZmddrjbCHPnHzRa6PFLFXYfR6U4zvkkytVSRD0FK4pYO5JQOd6lTkRsAHLgXpmRhozXe8I3YABKs9QVxDpVy8RNbmRJ1TreRX1jGvwPUDNTiHAA10tT9QdiXl61q9BFSh2UHqPBRaBvv7pUmQSBjXfA4TLez4iVBIBBOp,8900,1678
77,ksCjPrwZ6mOaqAf4B1ZyevMW1ptn6nF7XIa1U6vMgwhMqIoBmG9WPEpzgqrk8JdSgRCijojFGNRsN9ptAsAzntrSclUoOLOXTPqYFGb8h4QCx6lhB7jQInoxktF7T50594Z8SQn4QCStdoffAxmRl7Opk2yVAdolDUD2hnOuUp9GU5U5Oj7gSjUBqtXabS3xYqqIln8W,5577,8683
78,768IVpi3HafHTeABLxPySCvLsnOLTklk8bmXCiYs2iKcRQXLIjbLHui5KwaraWjgz4J11m9nYg6u1T4bQDDuJZdN2rNQIrSg8omWHfTfkywkyyD128bXSzXZb59KZserOavNqhTutiJUn3ZDnWXJQ5NJQM5MfJG1TFWYC0KUpqnupCwhf5hDVVbSMm6emHOkbSBihBBw,1853,572
79,ejRdeOZXqklCg8nDLa4qshcDSWBOAd4u1R02AsHrEOao8ZwC4dzl2eV6GOLHNLXNp1KOHvCdSMmdHyE3k8UgoT1W63vwhAe21N8HOh4IbWSq21zSKRgO00iW9xSOAQ5Rrtm4z7pDDMFRAKeEEcmPeQCAomHaOqHKbB9JP5cMmcLovQVzTOJhopxarlPNzOzWE409LVyJ,10,4075
80,mBFXPXQSGAgkgvOibopPWYnyk0aWn8ZAhPCvVTV26hIyzdYEvn3KduCOYQxZ73oIkgDQtcMISxTzPy8GbVlAFPgxMxXFf64C2AOTaHVSau1qbM9jRr8lRoCU9QE5FHmW2Q6PkppT9TjUXzV9yxxy7TuO73TKDaMTIfyKQt9mBom8Es6J4EGSTyYjfsSqVfPjGQM2BLtF,8080,1795
81,wSqwJO7JQ9T49TGPphaTQgZC1xgEItUBdIBF2siDsLOPPMQ2vvfLoe4Q3o4Vs3AhpSa1SAX79XkFRJxphnSXNIX9OuMOyMUzKrk7vZkuYiMQ4z9t0OyFknTg4bmhyJIwCu4jiz4HDh8p6GEZvcXjYPPhYECUwD6PZaOJ5ZLBUrCDpnjyWNvVviXwfWLdwkU9ktQf15eW,2764,3600
82,PrNM1ueO7jRkd0CcoiNrOtWCc5XD6btYEZTqiTfb9imvsAPZdZR6JjIfULt5WaSg02gDhV3UCwspGlTcq8kgKxPeRxVXjjEiQG5zdL1Hg63W1cYs1RPY0vVCnBwuAfvdrJZAqe8eGd9N42nyYnfRTpseu2McZHHBLZorDYCXTvSXwIIuX7VWAdKCb5PySgF8V8CeO6v9,5926,1395
83,8iXVrmtbEbwuArPmPHJNExpUBxFogbMVw1elpGNmE0boMl7UPlqn0WDL2DT3gF5nOa8JMn7J3gJNVBHa0vY4vifZxTtlwTF95yZvmxHmoguTNzz053DvrA2q4iW34VWkaJShmWxCnwQOyML7e2q3QUS46s1DbOrSJJ2DhROjFBI4un2sXYYBodTG1Yl3etkYE7EoTHaM,6489,1200
84,xOLXJS0JqD0qnq0vMJqUEWbt0xiNYP8MXhqF5dOSDVCgiYTYyh5RfTDbxchWtmubFnSGAu0s4YRsT4KbeKZ0TrqDeORd62iallb4FMYDrMWHCUH3RF2jN3HX7PlvdXwBz1HscPWRwWJGUiBKHXL0A9MrdE70lnjTaUSLNZbBtkx1uADZNbnGL6BzoZOYSgqIwzq9P06s,9385,1655
85,GZMV7cBhmJ9dIeTdgxKDsN4oF4UDJXe5JBzlmTbvXv3gJSrMqwTIi3b3eiQDI7XOoETGpr0NWYp7TXewNIWXEWWQk5HEDYnZXo2F9kg95GwKNdkGDdzAlAKSrCgtkwJ7uQkofZwmlWb7jMDGUAAjimxXekX6DxZJ6zZ635loqNZOiMte8aYjwkYIdNK4C0ix7SBtxHMY,4020,3597
86,2VMiyR127nYzXWaQdqvqm0olQQL9r1N9KZrD54Y3DJ25ZI5pTgngnsuBrlSiF2LGZYo7oXVjR2mc8sMHUgqKOqWcppVUl0xL7vgBe7A5LEPuFRC8YKNjLA2sBLS8BB7aFafMMLnXfu9JbmWYnX5bmO963x9SpC4JGypowzwNgzDbBsRZy3VoFfy1biTZLUsc0zDn6rmx,5976,7089
87,4wKi5LgjdvrPElAyNNgXBMHklLoncHRiDXkBq2nH2m06vkvcmIeYQOqspj7tg2HWdJMqA9HUjZeZVLzAZMBTm3Rzr2WH53kAedcmYEbnBJy0tQWdt7TU1xuk1W9InAZqyd42sNlUuXSdEaFbf2X8jQIrt2uBFTABuIBPVevgV9jeeQgaRhmumaGiVNJzcjObWRt5YzFB,1111,8439
88,mkroNcVUuiqQYTBd4IV5EvuHHNhkBbblnwyg1qAqeHzqvG3a3547qLv00jg94uSSGEmleflOIob76DWBTHrGge5cB7pSJAwtygkqeR5YTqzBuy4xMfqwDMwlIJkhzTEI1sIacqhBMTw0p3sMD2FoU9pmt8hUrXi9mrKBqdUg8ojua66ObXe7Oax1CfqdINUzuwO7tqgj,5498,5557
89,ppZ4LxCT2U2kvL3S8Kw0YvTu9ns8eu15ZquHbIU3bzUA6KBCEbrWwrJ4Wp4iFDyHd7LFav0003ZjaTxzmp4DDeIrgzvwNvxXAMh986lTl1f2RkeC2F5aJvE8ydil9EnEGCiNwx0qDkbM8Pa5Vt3H0XNPIiLfXAThNbwPBQPEOPWjT29iDmPPKfNszSFNmVSDR48hdL4F,4800,8263
90,3lBo6PjmbuuDXsNDZtKCc26SRY4cF2sKwUlmrKWzo94iSNhPTZvL4bWBpsWiVGgjBkRCGlVPWVYc8XAE0oJqGhPU8k69yxehdUgr5fJrDgyjD4DRsSrq70cdV7EgoWaj109n0SIVfbmktqRDhpQfGxjm1CW8bmCqFPsM5ZaaKVLfN2uopA89G4cDRWvy5J42Z6fe8EIH,2291,8446
91,VulDY9SrTaoCkKwo5inmeBbSGRWPql20vPjrbN7wfNzeOWVUrTJjelVUTT7HmCBrixRUlEMsk1GQL7Dt5CiWcSWK3OYIP0JdMI5bFBsmHa8meFIWPNLkepPQaHaWqDcusnEDBmo4T5OBTtpyGC3Cpi8g2pA7lV6D8O40BFUmiQQjaO6rblQoKaFJohKWlrT78LCFzyxA,7030,2661
92,dYRZGosTg9FS3iIuLd48A17SkPL11myP646q1PbgnSLU2qRe6EnUGtPmb9y0c1b3KzV9mc36CXVsqma47r5x9eJNoUP2bkEv0RJCUS2eLrRsXg5yi43u6n3qpHURMAfbTj1YdXjozbmSMa0HYaTgrTzMYcXM8kRKLzZxohVLUO5eBkeORM3vq8u9tp9AAWqOJcGWBCc0,957,1400
93,McXULx8I5vqfdNFaE9hUK7hqVieHNPuDpivRlZdLC2b5hn82Rl7cSv7O5r9mT04pBn05cxypgWRSgmIrjl0mRRu3kgW4Z02L7w34xDadwS66epsSiSCsARXt36U5b4PqdFUusO3gKX08VyZ5xDWHxJLpYKB1seC1DQcYU8kTYghnbYYFgZIXiH2U3oViNCxqU85FVAkz,4785,490
94,tQmiO9v5USWoT5XIepnBFVt0ScdTtgzS4fYlrVaWxRreUqp9rMf4Mc7XhvQvgcMydDuygwaJPQOxoOglxdlhA4GbhBD6FpzVF3AQ61d5vWp5NJtTOo7C0oyj6SQfseEka3ruNQp6AqvoPLNYSurarxeaFbTnl7NRSEeUb8F89BBJ3KUvE2N7xn3nYRpw6BVCdeVKr36T,6593,7228
95,bpvVh4HijsuPeoL06KSTC7q8qZyJEL53SEMN1DtuoXcmSN9r806vBVqd9woHG7eXx16Zc893ahoofDqdZHLNOK17XsOEYmoq3EzbRkOA1DUeqB85GLr9wQJm98Buu4ey38vbOPMz2LWK0XRWuS7N4o4n4McSidQ6jfksQgq192Gl38wlrp9b6Q3ODHgBw3RY5alUwiFN,6100,1049
96,OChTt5a0k2ey9SmWoIAoEFkrqdXcyJjwz0C1quYkl5TY4GaSsa46N6BJbzmPi7CbSr9JQup3uaDIvMxkDEuXOnj2y2Z0IJBo32FNGRC7vAMw32XPCCMdNpMpIGUXVyvkYYP3GjdwCwmNaw85fJyF6hbOpaEA6om6PlYfmeJcjabaC8PWHY2LAqn07BNqfczXKp8yXdSB,84,3416
97,fgGBLrLs2hwa6i7ihlQd7HkEPX9a8oF1LpKHu60gfwkRlusZ0z5ruhXY6BvyruuOb4PRY0yluu7LhSceojjJsYGnRwLsKCyuCV0qeaBABT6AjM1njRJHLlfDyl9lpGbs5NILcw9NhjHZbFEF5hJ32qjb0w12baU52OFVDpKwR5kmdGmsh4qH7izOorUp4HwHOMhNAsCP,3698,3621
98,m7G77uKJVguN8TY0rVVf2KIcXQjZrz2auk62IrukfuvQXAONyKAq41ecynjrKucfoTcXXfsAlu9HY2FXBWkgyLg2GeDeICZvSQlDi1zScAFK2XD5iMpyJ5qdwjR3cN2iUOyHRBzKgREyFWAtaH55XllXjIQ8k60OIhzoi5ohXeS112XajhdUR6KtnbiJu0kkbzqigWKe,4727,4012
99,i2Stgru0YCdg7LWGAHXfwg4raCLz3NW802XSa350Y4chH41eLaVDG7mC7kSdg56KpepExEpGMhG2DWkgKqnd2T22QVUzlbUd7R2mOxrHuO1j1u9l9wTzRcSVmwxcuzfuMn4ve7RW9fsncSBgVtzyHfLe8gAbAOX5sGWOzNGCe7zvup3TvQGB9qnrbZw77zWvIx4V6xrI,6138,8034
100,TKpZuTmrqtHV5CdowZaJEpkEm6uiX7j8ZMWcCBodUQJmnx222RBRscsojkwyjETsJJ6tpAmuu6yyf8bzD1pF6SP6dr3cO04P6add0JM2pQgvn4JlJ7urZNw139Q7GKg4Cj2Fe794pwaqveTiiRSRFM0solk03OvetmsECEGM80CmxFFZqrZy1Oy0sJa2XIBaB56JvOge,1786,1054
101,TPKO5igKKLz6nfx2W2nNzzyml1J6ncL4nv4jpeN2WM8zkESbV32n17RdainEYjgr94T2kNM1pu1m19BgiskujiDqdbJH1JdwqQzpva0IqA8GFpmbgGfq9wHb0mYJEFAfRE6kJWvI1cDjj7kyyrkunxx4IYyIBrDl9czBsBSKUXygsi13BkUWeQ1dQCcuhmGKZcjHIjFx,4121,4193
102,ZQ8RLkg5HbWqGtkVuqjhnsQoHP9uubeh7E0le901OlfpxsWzgwyYO2wrAUJ6lvKp6ztB390u0rSBMk1Y2JO7mFTFSIlK04Qcbzs79V6g6EigjveZduDbhMC1gnsuYq45a0kX23YhMrBigwghnMrF1y5Ow1bVmLIQJmGsKHgkWfP0LeUtHLGL9zEl5VkBbC4BivZ4qxWg,6724,1119
103,tVjFDSgrObE6RThexzgfITlNRZEaDUzkg2GtBzSSetyd6meGWL9h9K8ZuWynNGo3meaYMyc8gNAYeHRo58D1VRkV3q9pBoEYF41cLF3isBAvKj4mEJsPCxiU3Eefyx62JlTjQzdzFfITRyLUwWl26zWSWgiHkXt5FImjQVVOq2KgoOCE3KtcMD5TOANtQWPrwNOJLmDa,130,3594
104,MEp0oHeeNZnRtBMTUPHm8UncubA32QHSbz11oXWGPwIzDfdN62RxTYX2aMGMHll6SUz3JVo63AXLLyZO7w699T9Cb9acRJ9nLLgspkEkOU4SBMqmw1PUol78VwbJ5MptBtA9RqjWsVvoZqBPSxpZ4p8jOiW2J4pBpLRRLqVGS2lTzSjpvL1HgPzWubvtTqNyqt9OZuDm,4621,5653
105,HBDpt58rH7DheZV4gu5lwloxmGTUPAHOp7IxTErzuljQvIOj2eNTr1wgWPCnmobGzy2hRilcDF0KBYCd1tcvxyhyLlaDBDNGJcb6QrST2vPlAle8Miw2MqTAQEVpIia91uAi6FNJbI3Ci5xjGb0dRV4dJaqMWmLUVQuPk6CHVnaDxRcUQviqr7sg0hYgZBxz7iqSLi9K,4080,7365
106,Hn40q27V5kDemYhOZDhfrUzlGOkKJswYR7zEl91giEFNvc5Sv7I5n3CxyTtbSxLMxpMpicnZMA6mOmzoSRZMj1uX5BQRPZOv22ZGPQtSUttm7ZjLeFIAY9n64ytgLVJwwLtVNsYBiG10HHafcFxKRNW3PcLbhMG8j60wpO8vrGcRHwyxYNEGi9fiy0Fuh7eVA3QLRozO,1110,308
107,cKvEvdoYCTI9akbS7zJNNulHROfngtY09ghUwtEmGJ4LMAdqu8qAF3xrioxh7A2S5S93CGfNuhGE0a4Rvy3hCXvGszwI6hoFQlP4AjonddPiwt1HufwIHUQhg2KNTXRN2BxOK9QLKPEjINU98oXavf86VsXHZaTFLCpv5m7uPl71QqZTiLOp90bWC13clIvt58YGhiEW,6964,6342
108,LKiHpoTEjOMoGVkStDsfIGzN5SSTv9G28WoRy5LOJhjhhR1CfOzAnMeFUULXW9SjHUqtqTex1dVlgRqoaPxhJGOw1j6ety2JPAaNlIWMuBIJ03iDoh6HMvZAF42GW9EDlMVg1dDS2lwH8E58A30M2u6dkZHrPQzu7FinhCLKdoOl9RCB83FcJ1K1P15bWWCmvBK2gSa8,7080,6679
109,sNfVeSXGsVKXlF4qXpGtyHlmz7HKepdHveJ7V3WmEQnqcYaE7z4u170km3ghLNlC2CmG67VdSepie4KbhDMovsQxniUcXzb1okyawTHAebbWSRGrsEAHA6RJvycYm2FdCy44GupN6LJUQ3eVbntTzT0rSoo70sXmV8UeXMl8ZwLzx732UH79Iwos7MlbGsWNyh9SjA8P,320,7566
110,3CIB4VvvmtvXdiUlgLkJ2rZ7AP8kSTIr7X3lk6RQqUFncaDa78dwo22MmLApWKcTkDaFptAk3UcimwekMhnU0WDFfq8Y5m3f1wCZ97vO722UZTk0qaczhHcO9Vk8umoRa7q0uEkOvYX7dspMGIsfJE8tTyZoXxdVNl4cmtGlzODIufvRpY1m4JHV87g5p6185Ct1yMjW,336,990
111,q5B09yDI8951bEdiepMK63WENrv3dczfkxdMTI8s2g72DDloXPs3J1Jwi7mRCJpfKaQnlRPVreRZ6eBJGGfNu5VsoqnWfqpt1bsnx8DFAWMpkt0D6cK6nbvOFh85o20AziiewXWICZNXtpI4zjaCgtFaqdiP9IbIgL0CLWRiGC3OOXfZZDFEbxeFdIySzGJ47F1hzFtd,2955,8747
112,5ez0LS8J05CXqsqujDh8sA39QJg7jUUmwj1AQm6gUqQN1kZI1Fgp5TJ5k0kCvAjglalG1qe7HBnBupHpuYGdxorcZ6ZZB4uTGula9SRLlji3qHK5s4SX4Fs7tJq4QE5NRT4AEqqbH42OFxwSveqGlWZBBorzlW4gnVmWMK1CO0Q9Nd15XYJvYzl4438Z90zv9WltLZFl,6349,6516
113,2vGZyhwvcNMIIyurbSLbCXAf912Hu7SiIt60yfFamNXmi1Nx9d7wZLleulZ7ppAf4oAY1436Nvyy9X7InFIQ9gJ6IbFNFIv7N2r30y5EkAjnWwfWnQTjgtfYfDQZzq1EA1lHqDSyJEq96fjV6sjyyLbdWTXxigP4JenfKYqk8fabDgbAd5cGGCPyZIuWpfQnywzc1EKi,319,9878
114,0Tv9a01XTnDIxGOyFCnU4dOwnQq9IZu3EHM6Das3eSLnjq9sNC8I4rFXE8WJJ2O32JEp4SupUuzlRlM6R7vFbm9WCy1FEjtmDSuamTy5STyK2dFdvZ1LHIcQKrnGbplvANh81wU8JzxIxyeisXTorif50dP4qsemsDKp6Hm8E3CRUUcWNEXDV6DcrmIXhaRbVLZunyml,7678,3404
115,kxfNkfA2rmUbQv9s7T8Obolk6J4stYbvRAWP6eBnWotpG34ou40Tng35L5RalSJSLjJQZtwdRU1w56dCPP7yiIIuGaDBMlBEeaehuoOBIXBSpHAPbPLVVVuCbZJ8qvQqTxRec6SkA6pKGzF9Zyk7ZqtJqbGVeQVXGU92zgxe7kUYpj6lTJj1LTRmDIxAz6GulSEw0NK3,177,856
116,AyWUdHffBVqdMxDWyqswpAejxXfKvG8p0FScQspqfU5uEHGQsdYeLOaAUwgGmVt4WBmGelGFBBRUEtfqQObRredmpSHdLjEKkAYCe9vHWSdK7F5kR0zX3bM1hAaMdm3b7GtEVcLRcU5ZBTojXhMVtqQIxgedjjnuYBN0W1Pypi5jgx0OW0z5airQ0kQy8rs3qKAAGxNf,2858,3785
117,pLvrmAqQHsurTzT6Avkb080B2Vx0IinToD3geJ8QHsj9I81KqJxb50grVtyQM0HjEbDQ6xc1xUUIY034emJ8uLYygLKuUsDQkA5r4lO3r6okfYTf03vkrIy3DPtunrgERDiX4M92YQRygxSI2o4b6djbMCnp1dQAajTc05ko32La1AWP7l28wEIyeGL2iUB5ARX6e0R7,707,2660
118,hDRIkLpXrPlSNVbf7ttrFj1QajmZvHT43ghEgVg9NKmvTsDCf92iNWL8MAsAjPmk6qYryW8mNte46F6sgj4wOvqgVj2gnfa7iCznTVOIAQUe2QBGE9d9V0VKA1WPdc8rTgV3QTYLVvv8aMoEhwbnBamsqpnc88piRmLW4I0ukSnjEXuxMSrqAUq23nNlq6MWGMqxASKZ,9474,7001
119,CswDnS4zPqR8i66ScR4OEoGQd1q6x4IStSR7F094q1qfFHou0rz2ernYmgkwm8BUi8OPo9NlR9iN7lKVN6FFFPyCp3VjQNSrzW7H2ZF1eNleJaaBVOiq26PTKMjuonVEr1XloDcy0Ok1oT3PdTOBomy2Gn7qzUM12gwRCyWRwuzoWYo0TTRUYUZFCffAGw8fBt9HglNp,9518,9501
120,P4wKgs8GWfD2chGrPgTWL9vTmnYhUsGlXbEfT28wBAZdcJQbAzVqWkvPJch3TbvoYbeAdlXXhgVKkR1dW7gfWaPxqzV0UFcjOvEAoP8Zb8IzPlo1lDgW5QR8LrUnQhCcEv6zN0yG8HDYRahFKdPQjFo7dFy75UI35qveozouPZXyM2rvJPcwRw38G8VHB1Ln8KdloDaU,8189,4951
121,BJr0vlYDxq2WlJxwYqehsYOuzCZGGGyI7xuuQPMus8DevliUy1pt0Rvn47AsLS6r1uYyYCgIduyuUu8NeFRObFSqBH0SPeiaCWnBNt5vVgPFcBSJ9wOGArPwcrxQMN39MXs8H6AuJg34zMOAzqScPcaUG0jf6piHnQ3ETUCDwd6dyV7Pdxbg5but7X1QWeye7vQiTJqe,6458,2527
122,pvg6gu3UBJNCMMgJH5dwqRpbfCFY5TG62pv8NA1GWCcoQ5jDCJCuB1jYGEaepfYsDRKgbh6GEWZoyALkcBVvRV4AGX2JjWa0nul9uCmfN6ppc4jF30BoKmarXKaEpwgr5iADZM0ZYziUpPhLxwPtVwqBT4ljmizaZ7t33gqr9lPUEGBImOQ2hxWJ29tekQx0AH5rfnRR,1043,5561
123,utgV6N2d6XR73mljB4wLGsxZU7KTm979w8DnmgDfmGTaiCNSG5mXf5bB5HA9Ci17aSK5j76e1QjAYX1Ru1NqXje1hBrfgEcDPWAQ2StI8HgOWbmiPtOLVKk0xTXhQb8xxfuCXkZbIErPDPfGZJPwzRrFvJci4M2hJtb0qjKpTwCRcUxiyRIGLL7fypQNI1h6MJGUyoZz,9820,5959
124,dCPambW4tmDvW7v5CAT7gcPGETOdtJ2SHks5QXDz1OH42axIi3mYgBEAwIVTM2LkuvowOzoo7dFSVUOogF4zhdwFfsIIBun8ChKGwA3sO8bC6voc4rwG8VCQ8iQgrgmM0GPyJH1fLMkjCtJuDqOU7gAre4HNtXBsVOMzg0SwzR5wudNPYgdASSPUFiUP9nwyK2NyhTOM,3926,4422
125,eqlO6Aq2zM3AaD82t7gCwLfGl2QYrFSRm1xjt0mTiHyj5JcK0pjQqVoTLenDuSKu3lYjPZJ2VMdpW5LbaFiCfCkQMeYONijQ6EpTv25agq4d186PTLnptIO1BHWuA4pxnNtRQ1qhKHgyHGYOiI5B53hxzxSngKalBH0oPo9bfFflmau4sIM18n2tq5ccjDB9r4w9Qu83,1591,4892
126,gzY5LZDX4X7imYPH8TMg1cEf4rnun8JTseGCUutDZLInCJRYuJwprnmEv3BdvSt6OozIRNwNjJHpTacuaPAeMelE1BQatPRGbMYYTJHgWiFif6vUbRDgSPtuCvQP6WeT1BOGCEaRHdInYDj4Q69bMvxMcoVi22kADvqespSW0vYyGGW8LV89WCHFNBnXs2YP3IjmWELl,6446,6289
127,laW9GWSWWh3knAokQrB4n8WJ57gtmGJXVtbqtO5RFVf1WSfi7vyejt8mDNDIziuPXfO3j71CwuzSdfwnc7v0SpxmuymfKwbglPe0Dl994vrz3qJiaap2x47ssmJuVW29STqNA6j18v6h77tDoDEuHjsrSwIbcOoh3shj96ie0x4B7auu2FGRRH2tk95OxIZtHYnPaJDs,5122,5815
128,3Tprt2BXiWIXQvzx8AAUqsYK4jwfUsBXvrOiD3QDMZjCktI1ZmLDrL3L5ewJFgD0VvlihRtEt7HQIVjKb4Frh7pjyDnjGH7pWtrzHjUI2GUuDmCj4lrKbWSXFCuenK7mAc4ZouD2k7yan5gLAEofZwO9aTuFz0erIstlsm4Kizkdh2uJgidjgcMOO49UA7CucHS5L4dX,1561,4880
129,6jLucijkjQW5LpffWxnjKlw0Bajz8lFGZBgmCecbvZYvXg5mZphqujUVwVsB8ul8LQgJJ2d2UMyuNBcef7ZSDZWzrLzrvbcBxZkHAvdhMpVhvjIv2OgBUT4w4qb7CwH3tw6xbVetd1GYDyDHDEyg4bqeexMTUfeZhcy9nUUguwhcNgsGnT487l8RFbSnIKZ7Xq1l9Ees,7345,2962
130,wI3NR8EGqAlfc6dg3LCrXjXkFhpHGizLPpy0Y2KUiCeZW1O4HcKSqC4NuTIuS6AHKZQxHnIBBsIVF8NOSuAnYgfMulFEtaBlBWO7kbxdUIR74iHwG4bi6Xtn3ECgiERkqgUsuQn17gTPPiSLdT8z9dponkDgYQ5Q1rQXOYBzQjkaDdYVv0COFbkN1pFJMHdqlDYiR46E,2846,1406
131,ja2OkJLsuhOqKZGCgjT1nJG4zAF0E147672KVmF57dW5c429bOXXvZfZU8ZjEVo3nQtNg6r4dX4JwKb5HGYzdgMhbd0XMf1mzdRLKpcfgd4XfVmJgeb87yZHEMvDGTs7gRUT3Pucn2TAmyBG0q1rE3oADJH74ZZMv61NBTQQt9UFfZfPKpMZcA3mnTPtIxhNcGOp7yEg,4211,6018
132,8Eijfno2wPMAuvCOksDhI6bHmZKzSWlp91CyEExmEPASAcVdmsNVd2dBnb7GdykangA3tOKg4bc26IGJDrNjIPMGYALmGrIPpkodbcuYiraCakEeUyCwlARYU4fsDhZNSMNWdmrk6yBbyKqx5qRSoWooTQJh7CVASNtNXsAsGczw90jKOrwWQGi5ijCNdJm3dAIlacaM,6740,5729
133,LMh1odq8TQP8uLoyoxqxO6z5T8r7uvRjqq4WYr4jgf0WofQ77lxmg2VPWlhpvtOi8qRDQSa73GQtGdRxsuAI7pCyVp9wJPyxRRX7NMqoL0salmI3Tt7BsFkTndskTnxoSdbzFTkfDV6H6mMthFcaRwELrEUueGVhDEIIKTxAJb8XJdXAQ8DNLXWfYQHB9zA79YD1eEjO,2885,4613
134,QzyrCNqTdgDIWqsmu3LwATbAXuZfgMZy5sGgrqO4UqVe40BXJ1TqDfc6YxURxKwRGONojL5EoQbU86GgsCWp2tvZQJI3V6GK3EXpnXy76PBwEH8cryjvyHYXdxXZDBssKRa3ia2UOYsns8VILpMhXVVwpAMz9Y45hSlxqE3Q5OhZYvpecOOXzKVz5oOiOCUzdxFZWicG,7818,9265
135,mIx6X4UrXuKhFW7w2B0UC23s5lpQI4wHk3iMB9RTOgpjo6rtbkqaPb2tOFAwOEjd8D6Myvu2uhGfNTD936yhOW1JAz768fEK7LllAf4qzxpsVXf4BB2SPBPlLxL9xy4Pc6hBsc8XBIsaqJxnTC47mw4669ZNU52B2aQYzdMjCfQHSy4C9hqu37mpBkFsDvDFPriQ2Zyz,8398,3438
136,4HgxoHFWNwPHH5xlXOYefRbK1lQoKkt14iCfIO68nqhQ0HkmcRBkaVznpV5C0aMnDYNi2RcIRZ1ztKUuBoL2iIajtZ0xS3HMe3Mb4BtLz2SBe93eBLBMOTF48ozdbp0XSoVz72094ADp0YEtgVvH247KyScQMQtKC5tzoDgIVCSOQaEjjF6F3tfXqLBpZkxoQ2m5pOEc,8200,6270
137,wzmt3YN2qGTnQTZVJdC0svPo7YxJ4UBeRQ7pu7Snch3qUmlTfTFla74Ak8vfkE8VFzWAWukLLYYL1iTVwenkPZDTW6EwLwCXihkfPl7vs3aCisJCoasGaXGqvDnZpy9YVBmU7yFKg12V9BunxCHvE66La4tM7hG43CqhFzE0VijifvquT9mmqOUZEb3CF3N9v7b7VMi7,9708,2860
138,afWYqpO9274dOprQdo5BvcUkxhUtZHbooYyyDpvOyFAPFStvPEs3C6g7LwkIUejvfPyz03Nx3rMpbFeexieUYhmr20nREm3UgPt0d35V14AUt1gFRGVvAPW7mG79Q6sQx2JLVoB3nIdehS8AUh98RHUQ3wNW65F5Lug1rUumEbI1v2aUI6ps6t9qi2Sjbp7rDiSwvGS9,7875,3695
139,409ceAV2N9PW8bu0TzBLLZdaxNjnjCnq6jzJqFXRNib7crj0B4xd7lLfWipQbrTLWiaZmlJNcu7n7g7GotloOKtUYTwIaG0gOQl3QJOaujBNnii0kimrFo6MzFBSyBxV3bYq4EzeeL4pIgrzv6h1eIakUZELI5lsvqUMJ15gtHN3uQDTYLg1e60uAyVf9oWikL3cMfq3,225,168
140,IX5gzDWvw7ZtOzzjLVgZhEvoTiXkG3fn0dydye8SJN1YJ07EnmTUXldDlRMQqvo3cw3vAVvrXOQTNWedlT7ejKPP9u1hRslXi75X7LDR1m7JVK0OxtoXyKURgnvQdOZpm2uPaGfaPpn6NF4z4nuhDOjYno1TZxynMShcZkxqNOHJgXEbt6V0d2lXSVmwPMAc1Au5ibZU,8263,587
