ID,result,revision_date,branch,author
95,z0WkkG1ybuhteAUVs6vETTcHKHhIfchbIv3oV3HWRmhOiYuOvvmifjlfYOadjsT8NGltGp9yyZwqwNivXTXt085iJYPGdowiTjBcxAHFvytFw4tLpoFQVjHOKCjsa3UKmOXNLG8WLR8C,2006-01-06,4014,6264
96,oEayjgMtbxRubZp2djdihg9jqsFElFAUQVEWcglGBnvYzN5vmFjoWNrHE1H0aIIVw7dFVSZ78Wh3ulucxTbfgV7Co6SlYvp2eal1uzaTplqAqxWdHoDHrnzb9abYAyjNroYU92s73Iz4,2005-04-16,4342,7091
97,kzdtsiL1kK1TYBS1CdSCYBdP6FNix5wCElyLUzfIdhuzAYj1081LoUbiVOwmUmEoXzOwNGgM8Ki1RoOhgVszElXuJQ0GD2y0dFcKKwotboMevkQr9PG84Okvben6QaJFWrYMLEXtr9XZ,2012-04-29,3207,3256
98,9IGywz6OerspJscBeGIDLEf51WR41LVifD6HUVTgvJseVrk9gW4Sv5X5nK6ahBXSVKKFvVqJwlSCVBkJvSYeQDxjqBeJZ38twZJLheNLpvfJmVjlkwoPn2BSWkZu0hu3miP62YmQENyf,2014-03-07,7735,4911
99,b2imPtG3X0y6FdUIAmhEFmtLJXKZDgutnES78Ho2cVjBkpLl3qe4G2PyJXc1jqz1FFSAKWJ38oltDrleMjgXBzmvzeylowTvgs5fXKaggl6cRfubw8pAKczPchLphhPMUzNUwFGBI90a,2007-04-23,7451,4429
100,tXzpGTlD2pCz8u89WuHbRZpq1o1KmZWSD26KsjFBOKcGCRCXB1DJCDBTsJybbabcTtwGyxQwoFMH7inkleJuVNQA0mcjvokxs9xSe6iNkRe603WJfN07RqGFdwQMVrBAfYZ7vUFp56JE,2018-07-21,6813,818
101,PTEhxmgB2rzspW13PebbeYYKHLCVhCWKmT6CndM22XEDfX9iEQyO2sb143ZmkLe0UoFWZzQvRiiHTVouLdQQNIS42FHtEkRr2Os1RnIOAD6TJUhjPoaG4NnMWLeUsgrrR1OFmxdiVBQJ,2011-07-19,3490,9451
102,hheZJKwokgeFIxgdVPCSFc7bL1v37dBXa6xKCShGEjfGTXahewy56ccEkCNSZ3rGeGpMAVbDs6Of70IybOYLpFa8eskAEPqK2YlMsNhIUvNAN6Ht3Z0KegbZqqsRvb8cPDniP6FNrP04,2018-04-02,7876,4224
103,l0GoYgpW7MgBfQX3wuvKTje6TmdPpghQ6Kp5UTDsXQkDaEsb26HHokOBVJVwDaqboQFVkbicqCwD9bgP4CWsZalW6njL8Rp7jJYK9W0bYpalxLC4nF1BD8BOotZ61XdZXyd0CWQhL5Uu,2007-11-22,4860,2745
104,lpi2Zo4lHJfQ74jBLBO8rM1QzTzHnRPnKoUMyk9s42t30AkRWSi8wjDZxRDGyw7z42FTjWMkBfDzd8aztiuUtQ1kk5Zhh33H43884Qr9G76QfN6z1NWQBmGnAeso7pCIl55j9b5c1vOv,2018-03-17,9583,5607
105,8kpUgnGRxV8aiDCa4yojSXzaS4ZQYUUZZVpXAsm7zowode4xsy0f6eFluPCmOz3cAiANXoaMLquolL6xAlhkdyc4PDnuqAtAuTn4eqaEXoTPubAjSOlnRT8MGF7TBpfL7t3RhBSTLdMz,2009-04-09,627,6045
106,DDbbYFtbUbyYsGDrIHRBhsBQ5ScxGJr25JQ7OEx29b7GN4kEaeqX5IQUCKfGn5VKu6cj0GdDUZBGv5DBrXXlcU6x255DjrPEGwWRbBOTBnCgGKjGHdYPhtsZ9or4KZenK7A8jwjqIDkz,2006-01-26,2456,843
107,Vy6FS9gWE6SxTUJlIYWJKlhV4rGdJ3Hj79iWdZVKan4mdwWy48q3EhhuQkKk3CNLyszUvwHtDLsgq51HVRiLMOeZbxG2OuRXatxv6CDI0702zAEVtDPleB9kNZ37qOeS3UG7HGKSOaUO,2005-01-21,3655,6944
108,tuJLfq3YuNhhIFcldh9f4GOn26WDruMlzcO5FTxNarN3jnKJ8svzmEgmgfTiTzr9B5rq0gfJuvEM3UEOwNF89W8v6lZjAO4kAO2n6dSbMlF19UtLbEwFtt9p66tOH6Jg1eLocaSS4ovY,2015-12-19,237,7388
109,2NI5bz0RONrAtDUQbiAfIFtAwdKF8lXyKHW3xOECn4aPsRi1Te6sHQdweHI7ouTmz2zlradNe81NodSf5Twdppr3ojZpGGX2lxazc6J2AsOJYPIBznCV8z7KL57HBxHXk9m1DcC8J3d6,2017-11-10,9589,7097
110,bX0cDC4wzQog9C0Nl1iZnQ7XkELEVAtnaiqn7oTiF0Cxxg9HDQVj9GvLZc291zaygBFaVMP7hATxOKjDEDBFpKnUweOevTrQZNQwaiv0AYB9w87P3z5xxVJWYvn18vLNTDXA4xmfRLER,2009-01-04,1740,7360
111,h8l6Y3cED4Yp541PMyqsk6VGMZflQ1NuOzT9KPzZkT69Z7kXUzEU7yNlnft8X1yMroaGk1F78QIR9VqPzIRax3wZmsVpf0CtfuSvgewcuHVrq5lSyeJPjXYx1Ae1fabHOYwOD5sVVzqp,2014-01-24,3477,8112
112,HD0BrwKHWe3fA46TpNdRJXO2wx3trtOwRxucjaabNo2iCMVb3WAVlbgty8O33aamPGOMJeuOxBDfeqzjcb0Us3LzRAnkLghxOPS67JRZlvhjXBOIIpbbkF4V4Z4J0JCQeQRPX3lTKbs7,2006-05-30,7069,7459
113,webgFGNIV6BiOIicsRFHu9vPDHQIW69T7oWVsgLXDI4a2CFC3QOEgUfwtMc7zEvY6rljvMuMGrDlEUXACOPFs5wmJkmfDOi9WgdKbgRqgC8yQ4sYzc4kzppB58ZLjOJ2JEOi1Mjg7iiq,2015-09-03,1313,4335
114,2OqkT7Jr0cPdGFGS3GpMpJhm3XnQH9E6mKTVhiiL4hsY7Ga1bQx0TJjsqDr5U3k0XS05wvuVhdRIbIpx7vy0MNnclkpe0n1B71BoPfEqfbTz1bRhY48iEtnKoXTMGQe4mQKjHAhcqIUu,2005-01-23,8762,7493
115,THG6pS6OO191L2kP7YNlQraXWf15Y2P1xJ29KiPTT6VQAqQxiFxgk92lrsjJaBzVlIEBAlFYI3SUWJWqPEXTFsQyQQRb9G3SGAp1mOx7AYXqqiPhV33WngP22PutTnZCA9NWeeDAQaTq,2016-08-17,8343,6634
116,BuFFNgokuw9WeDoW9VpqU3D1z3GNMjhRICsihTyeVmmsergMw6r94aXIqOPUabYKOsNcVFzpgKVsQVWIW3aQ1hWsok1SEeE3ObdwdD1rHCduEp1V2H7hAHSrVfxvNglBGcdz1joSCtJz,2013-08-07,5342,8488
117,sgZ6hg2GIwb8QGekbbnlLCeTcofR8dms1yCqHodjkWqFIqC5PjYn9CxqCGd3BkIpJsGbDxcw7DByVYKvljCZF9tzBWoBKki9OB5akl2cGlp6A8Un5rScitjK8RZrIbmXfCkUcuL9qkSd,2006-01-10,1291,9913
118,CBFcRFafbvcTMKTo9Rb8X9KLgSv8aF0LcVpGWJFZlF3rS2xfQoeCWzqC1469TbEV4Q01fMSzMBXSGc3nfQswlxznomPcMGGKAhwBC6ADVo0UcY5YATeDsSuGbNM270nF4MRjp1ljPpa6,2017-03-17,3889,9567
119,r1b3mDbrwpjztHFfBuaPGWsJr5xD2yJ7C5LGYtd1vjw9SvzHj44ND4JUISLqPXz8gmwy69GSQidgks16Fpe7353Hv18GhwlYtxdp9ALjxm6ebntZbPkj32FksoCEBAud7FxwPL6Fe4JQ,2015-04-01,6184,8788
120,HipRLBe1s27U7Gix2dhV07KQTfF9tzlU847dVcR5l5EXOmHXVVXf0VSKYZ8q6eI3QmWDJFcZLmu43xCqYrnXbFdnlxE5dl8GxKGlPDOQ37UOlYRlXRRO0ucKJtbWAg5knnHsqaaUdXed,2011-04-13,4700,6731
121,fdiMTuPCs5bgm1PWBul7Qi4607vdQ8Y5rN0h7tQ3XE9v94slIHbBmE67imVW9wvugfzYBsZSdsjMjJ66OJUJhXSmR38UY43lSPOdEUkarJi4euYZqYHzbmNJNMGHtE4jy83T4c24i4bX,2010-03-23,4741,8544
122,fjo9wEJqCFQ1NcqnP9Fg0EeNgNRgKzUyEkmKZ4wuzMQzMAqFOyIzSmpaEbciwmgNubwn0fNUMVqoxpBfhLSVqffc4LG8bN7MpDFuOCPslxm75BmYZ7BlULgP5TsoZO29Xe8tkQRe6jt3,2011-04-26,7554,3608
123,irieMW2ehzy4UkTX5nkaD2yJphoucnWYwzGrpYwBmdMucXKWQV7O7G0p2ZzorHC4caHeelsh0iyjqEqRXSeGpHap9azPiIUebRRBPp2onaYZSR9yshRYn6PVAcfDwc8sOTHZwoCrazcO,2016-06-27,3697,8066
124,bAgB061fC6BxKy2LcpK9JkCDfk7xdBl8Fxmw562SblW0nOhm7QvE0Xi18cgP8DBAVDsWLFPgx2hhNMaQCV0MPhIrOvydamTYkVekfKa1BPQ70AnvBPMmNyvx4BIaRwFKiJ71r0u258LA,2005-11-04,7714,2373
125,HCbKZrKvkrpeC9jPJGYrDwELeUqPnuhtK4TPU5v18MQALP06Y61KwJKU7QqFB4I0J5UIpU4OUhs1fEAOet0q3X7Bt8SEPqzDDa0P5sQEBmzOaTz2QbkREb7w7TYrC09oroxEOuTvcvpQ,2012-02-20,5465,6507
126,JZyxFi9mdDRlTjCLnKgvfuofHyySvqPOt8imCLjJpLlKdrc3temWMy4YvSpQtq0wyD2VBZIblXGUJdCaW5jRD2C4DJ1tfTa8UyWazG1TVKvzrjPRQP3xHis6A7R2iZ6R6I9UGmkQDQ62,2007-04-09,433,5419
127,3jcQZm1vFZZ1y9u5Oe2jj5Loont0mz0xvx897q1TQOOrMtbEfAolUm48Yxlw2AIQjlFAAv8imiTVqdc5LpVmLOdI3AkJEEaPF8HlnaDtBF9vTiR4VplNogEVH7HALydhHDQsW0RummkG,2013-01-10,922,9309
128,sqyYdNlj4wdqTDhNlbnPSjieY0kC57FZIvRfAFE4cryjWkajEXfyEjCJHTAnmjn6rEiivCNgXtxkv8IxZB7icRUisIXqEbR2D22SC2xBJ8aVvcYJLMNklEdZu9zmpgb6b4g2FzvhO5Ye,2011-06-05,3062,8604
129,uOf2OqR9YdhCDKWnhe305fDVbpWqq9jvMi2bBjrvnhdmSsdDiv6VE6VOKJaiTkSZ3w0fR5l7wIMXBaDsLSH5CNqPMnQ1JJbCPEsf28vnJ9i6u8NuGrWBdXXqFkTootynqJH7rh0NhevC,2010-04-23,7324,3466
130,agvbxaj1qCaSpH8aK5Qk0QCj1Je9mUBVEFNI7X0QkQRoGihZfV2td5WJdMko6kPVBENj3zcxFAAk9YcSlEdRcR1JsDpvxMT9B5nBU7fp2Fod5wKEuRC1G73tNE1zJqA2qAjDua8njxYX,2007-10-22,5261,4377
131,3kAfJc2DC3yQGpgLEvx4NGUUTZSTjfHy046iqetOHfB0lrg3RMS0lTtwQqMtJjegw9ZMs7fkCiwrFdsl3YBWNQNhLKS9RAEhAeElSULUrryCgBqw8l0viITfw2AiogTBePqlYHTiNqof,2005-06-20,8236,947
132,efBpKS92KizZTmpKYxhRUEY1SRi1dxEk11EIfn1LPya0R3PkBeHootyZHKX3uHYXeOhbigpu5WBgohjYB709qZ6HDpBUQ7aHZDVCWxCeyWtRsRvjk81xRZrFSZY3fUe753HkMgCN4WLT,2005-07-28,7064,7399
133,4buSGm09VQu6YJ8d2vWzKKXE5n35OXZnAn8DkL1SCHP5wGzvXrb4SkktDpWct5v71G6vK42q3DwD4bRzyIhg6eVZCO95zZjHVREpJDkczuBOyhzmXhnlXOBWugs5571eeornXlpuhFrL,2018-03-30,3803,9761
134,ZXhRv7tHQs5nVoh13guJzLPv22DSgz3n5MfhZktg4jXoqBZ3hzS6WbpOIvY24bkbyRrIJAbTxOPPykF0dKvrh7RegRYoL0md960YUQuhX8IIMaZiqhYtq331ANl1lxH7lvQ2uqgNaNTi,2016-12-26,3306,683
135,107nb2wGC8XGo25k0LgaJhyABLTckVD25f9vzeft9KzvSaiiStrml17TB7mPjUfq5fKJ2KuWpxb9rCrlnvK0naQDhqt21PKooJ0wPZpI9V7ya7m8QBmyJpDfPHlMa2famwUiM4VNFC1S,2008-03-21,4742,7928
136,DvlzmWe9FUhIxdsG0hMonDvVqYsHxvCxdBIoQpxQRVd2XNamUub5P86A9QJOnXLUStovUD0Kt5WRk37c8FwCTGifEHp9gjm4KIjojoRR4RMTmpaFTqPikIAMLJrMX1oKTcGbUT3UxfIC,2014-12-20,477,7539
137,rjqzTETBIXcZ6E3DmBAJi9v9x5uE98S6QSfyKz0OJES70dXsmFZ2NtzsyqBYTOCJEgJojE2xKvAeqyJTiBc3iZsgcxAexc44CJ2UUsJhNmrctVCAhr0SwIkoxmMwEX9s0Fbh5z9z14q6,2009-12-28,3320,2934
138,v97GlmI3iOgrgXdzm9ln4eErsAa2co6hzFBEa3GO7h8rSSSeb0TtpKMQ5PXkLQb3R92bWYYt2WpWfXZZs5blUM2o2uJLffCrGFZTa1ICbk0Se0uh082Qz0iEGNilONOWU8Qa8F90xYJu,2015-06-07,7300,7772
139,AmVhmw2PgUMMShxOVd7gjTjv9BcaqxshDglm2ruhGA3n2wiQl5Z2locqDkilTbjslpJw6KVotZZjZ52MdMzuY05YE4jSIJOobKCMmwUajuIMO3QIrVHHmyUvuusBlDfkLvIO2pjr2YLo,2006-05-18,1476,6523
140,nbkxBHBm0Qc2ESzgOiAcuCPBwZOOnpDBkhYJcsjEufYmNrnjjoaJsralMjBl2x9LMbRg4pEf85sPnmyEwop8P4S2Hw73r7M7fMZwZGp3k4Kw9K7ju6zNHA5SIYZHrLyBtutbNCop9vYU,2018-04-07,196,1757
141,zYIuI9zfRGnAqiMYGJDOagVsRJOWlljmfdRTCE2t5OJHYn9aj9OkcofTCac9vc3qhAeNR2WCQTTMWOTnJxxlW9K178Qml38cUdkXJvJqnMTIUT6yGyz7oRTi0nQSmtaWU022o5eYoH8J,2015-09-09,9483,8815
142,BcgwEAxCKChfe0D4v7xdaEKKTaThTJ2yGmQKNoSTDzsmX93xDDYsODN7RVcnrQtAJtZ2k3rHodalViwUhgdPvKjCYS21LpmwFrcojANKWQDumlltiHGLwdP8JXdRA0691ngoFIvgTT3e,2005-01-06,5044,6034
143,qISDia9lcdeLh5JgUE39F7naWk2dku1U7qk1h3aao4Mloj9XJWKC6astf2q8igBrlJO0UR8bncUKvBvwleTNjzYh71WoMc2I3e9eVIC2YtZdFh8dG3XDMxIwvq2d4TOLkMRQCQbccbzz,2014-12-26,9718,6944
144,33iSEy5FWNtoPj8EfN32Qrb0c5lv7SX0OckAv6GvRL4ygwM2cvUMBjJLcrzJNKHDz3ax97SiGHlFxmTpssSM8KypTYiEG7hHD09nWZ3fcwF48DY0YKbe15FpFudkYObJjdC6nqSTzwtM,2010-02-25,6582,7886
145,Asq6gCPHvThl5SGOU5UeBcNr1IpEL3jKEOkqifngO4KTIqXhqf2JkMOhf8EYXK62uWhrrZqySxQGR3iLuIYqAZk29CLjbPJD8SiwJqzQyD0w6HQla3nPvP1UvproOGXDoMI8VwCESI27,2010-01-13,1089,6645
146,wkJhl3SsaOAd8KBrpxIu9RQn1j6mX3v7t02n7zcu4ZiHviFHGKSwqL2eUfqC6pVgcCtISYuzUX0ktI1SdzgNl9Ri7XSbJZxODBosz7zsZcbSVRvLnYjHJI5dvLK4FSq5klgseJdfAxxJ,2016-04-05,1148,2318
147,mHyu0pF5GL7nw4nHvfsuvDre5DHVUv4w9eS8d5F4fklSLzsFKpXCQb4jZTzwiukUQKoSlon0ayOLbYSFUBLpY2ghjtiJFSVv9RBALaefChlcMtHBBubgj55YoHs2GduHcdLJWR44hpn1,2007-11-23,1014,6925
148,lgIV0yMEVnWErlYiwe9th7ptzh93SEIkw2RkUZRoRHyt50M6QEFwElSn1ZfTzSvRevRzTyNWNVbaJ5x9UDmN9WfLjns547z8VhOJiXmb1sjtJ1e5mf8vphRIPGPqGRcPfdEmrna7bLWR,2013-04-08,9905,2459
149,JwTY9DSyPF3cH6VjPTNqx1O8EAUeLAVdFhgT8EQcKQWlt80ezwBdiU4RiUT8symOuaWjZBkKDvggfmOGKzoY815unOvnvRtVoI1TlQFyL1ZxyYw5GMx3JNP2fm6LP7ZvBK2Wv5e4u0MH,2013-03-07,6956,8326
150,b0hie0Ma28y8T3iOcovofaKKs3ITAIaXrrtZZ0RL8bewGfk0S8pxWRsBpW0kr2ZuibRlJIzlWkpE5XEMSSBCcmAa9stDAqdFBtNpO9rJIEbvloFSSnSZ1XR6a1mbYwkpGkCMJY8Sk13Y,2015-09-19,5435,4026
151,mbuWXEOocROWWPvWdvpBl3I3pAyAd3vLCRy6BORBWYt2Kl5VGg4ZjxttT1qXQNKifCUFbyVPdnpMJPtEEd478WmPiFnJh3vIOLWHR03RKp55HgjDImTwTNjJaEgVKLrk1h883mxNjmwT,2015-03-22,1042,4645
152,fkB5k8yBlMqMThH97VDkilJfyFNraQst6ezkKw93s6Wq5k3BexVGnge4afGevHkVe7PzrhyLVK2lPdkNLLMn4lFZA5JopfHkWAL7VET78Kudo2p753Sk57b22zywXKf0DSPORn2H1Ppt,2011-03-03,1933,5316
153,PMswMgpYjTFfPhjxp4ZVnapRALtpSrBPDrgLbtogn0p8iX1Tp1E6MaezhavAx9G1RzbiAYV5Q3swvrtnUZAanFDnNrnA8ntnuxqt5TTRfIpTrrDzrHqY9pOMwxVTuV7nJFC7AArAGs5e,2018-07-29,6524,8568
154,nxT07UoEje7I89gKLCJmoFzqZpSQutwC1zp6BGqya8YgDjCGLvTWjT1i8mbRCXU0r4QIUkIFWULqrTnzmLE9aach8H7ZoYwDniyIS4wlmOAPHK0p8lo0SVZRctKMmta7iICJefhsZdWM,2008-03-31,7011,9211
155,RSaDt5uSIhqjtj82yCq9IqLdE6bz8N1OTX5TTWOnYtB6y78zeeYXgaokH69xd5U4pcQWoojbyDkYpOpG7lUezer2sVMXWbJdZGQWrmLz56id0P42Q2z2kzFLuXoTcLEW4H9j7TZVZej2,2008-02-20,2840,1674
156,aTGelQ2jAFlT72Xt2MjsQV57ddcGQMPgVM2IFkunPZi2rGXhG0AtoTLEYIAHxvTx0F7v9OoRb5d0wCQXG59aMf1CAxt6jmzdGvBmImh2MtSszUSV2nB2v3lUN5uLerryGAuBBnOeYHOd,2009-02-02,6589,2522
157,fYD6l7rMJqYN1VXeBdmzjQUOYhdooIHEsFqGnuNISh1UPBmDutbtgXFODziDeDiBjUewoQ0QQegCZA9W4Z35qXiV9bDyMKoP9zv4g0Ye3KdC0DzDzLIEJmULwIxNMBEGzQCjOE0EBYBg,2011-02-07,4025,4387
158,lA9ABjFWfkIYDKR1FXMkBQyuVEDulyQQo1mMCDEPLpDo6bB0HKahT44ULOp7gVvqT2tLiFzCS6YVMJy3CNnaXt6t7RAxXHtz4XVDs0RBVYPXfiIBZw4TrUSk6ANREBoKNjbzyuLM5lF9,2013-06-14,5422,6904
159,J9XlMZIjEuHrnA7TtEJ6HSNpksYFOTGXwxHFnC8xa1vDndj4owPZYQS1vsAeBCUvou4z32prFWgPhKBGJdbcDr8ffQT4BewXgAZ3juBvGiTCuCTlr4Uhl2r7vZTmivpljIshuIhZbpWe,2012-08-18,6092,6386
160,6sNHJPwoScHJaZMV2sdmUw0jW5F5gMj0o0p0hicTWEOSAY8CdAmpbJIJ1ovNJ0IF2RfjtVxUPJPPihi87Dcfk4Yfrf92wOKg6Jas2YTHNSZR32lTFxPGXme73A2NW4hA9tTYHzFiuVSS,2014-04-28,6938,1490
161,3pw99EITocz1gFuSuYSKjMMQrqVCUMcxZDTqHhB5lAuoAOCok9hGxbPqdgSSsF8b9CbdwEKMXXjichPcorbUoW98xmMlPtMfBSo8wj1gzUsa2rO5RznAooxnDdpJ1j7nKDhJ3RpFz4eT,2005-11-20,1829,1674
162,XRTZFM0WfB5T3spPXFPyJFCAJiKuJd9eXjwjPhh8MKn2VWLHOO5iSR6SPTPhBGNBBa5U5FAzhRl9cJoxWDf4hbMFmeU6R97F6l05a0LIOGABq6zFpcK8lSdkO0sbvEihTfC0SsWg1Wpb,2011-06-21,9751,8343
163,oPQzz9eoHQrkIuXKhcrL39w6FoHOmCJDbCxgxtsUAYsCBwXH9f48eNvocTtL2QBFGoIF61XytWKeQt5TQ9OHHLjNQJDdAhcuXm6XnSKIHFOHDQXsYa42B374F5yxx3yM3ZHoxip8zG9B,2006-05-14,802,285
164,vVFjnktdoBSsdXVORCNnJt50u5C5467nuyBbyOjTqo9vQ6fbuvu4Ng0BaOyrhxisEo7oV3ZDd46fuJkyalKJMDZN8ABjZ2w3FQrl81G1VqbTkVRQoAQ6mZgBOuqV1znkHDZdc8zjeTxf,2016-04-20,8390,711
165,su5ZlzQptpWOLu9gC0Lg5xyqKqbTmBZIGDmH4O9SxutwllYuUQcu3Gq56PO4Y7DsQNHHI1my13tLDBEjSr8VioPAWrKoAE30qAgXdQlcoo3AXe14Komq8rKl8Huar7yw93eCfrGBFgq4,2008-09-21,9900,8337
166,zPeVcM1905YVgKvr0GAeAyZdiklcBPzte2kbdcUwBfMkSuf4u9EoOI2B0Ax1lZ8kFo0njTOXwNcemzKyFqrBLLfWAjlcpcKlhlfn31Vbuq1ApXZB08w5r6Z3JenAswsUC17AUh5OVQRe,2013-10-15,778,3709
167,KjlqqP3lMleYNUs88h8yaYrTDikbp4jpxAzIKBox7VysCgAAhSgwg2Mv2SmIoc6SBzlMeky63L1Ek8Qhhk4WXxJ4yEQ1YgIeZfrN5xf7ej3VBHL4CFkEij4OqqXaT6hXCWoERCmtE61y,2005-12-12,1566,1890
168,2VzT5D60ldhOaEniBfSpcGm9d19lrFT2xqh8GOb9ZycxfXTASTwYfOOwszzEDVIfJpbthpbxETPonzeGh9SXT5WjcvPRZX5Ep7o05kdn29UM8jI3VtgECuMNS2QvaKXqYL8qKnK7gpfT,2016-09-06,3909,95
169,nV5p01B4ubhDTrMslnxwlbtrijhXP2mIRYIFOr0hJD5tGHozcxs8WxRLlNHRTop2yYv4iHd3wQnhgAlb4s4cKnveH7dBkjNeYD4rWtQUTyMFKtplmqWluNrLnRxlocSNDJJcF3EKbjIV,2014-04-16,8856,1674
170,S2Y4MluKVsEF6oq1f8CBkMftlLJKFWu67ZTvEYAbY8GXy9Ow3Q0coSxFWpTBcjF98HHhV4xH8kmmFI4m7WRyfRSomNZYF99y2HYq1qb8dteDqKANuqDFSRdqzd5IfYB9lxu8uNuQ5TUw,2010-05-23,3253,8970
171,NLoY53gknr1YvScFrfb3aBdh6wJ96r3jfd4TtnDsQJUCWWfm0PESxEBLsHcIugn5yR2RXIVEbtmQqbLjRgJrnkwbctlmL47ufZOEeOOr391EbueR621NX6SOfayoht3gv2uRMGFCRbyn,2010-02-26,7367,8724
172,OUqSDuXjGAiDZkKKGUSjAMEzwy55HpexbHZMCkdAeKLMiCnrRogYZZrBQ0gOzccbfulRK8Hg1RFzB1RuKOndIFYBaY5MEOLCstrxaVhTgAhHU1AZjvEky9SZWk1wC5bmFCGRJdUzrU6H,2011-08-27,1816,2054
173,XgmTKkNtbRb0euQlj4BRvsPFbO3dCK1E3TYgSIcezW01CeU6EUinPZxoQh15rtqQaW6LWuTabgcY2XC647ZslNzeguPvQhxFqkbqhJkTBILt6Yv2e4BtU8oMhcolehK4sXsS6WZuXFqd,2017-12-29,9965,4977
174,8XQVgDvr5PIFe8zd8QAiqd6HfQWORKKb4hnHQyYpmAWrNUPYQNfvG9beaJ0PqgZvErK7UsMJ2U6pGP4LB87EpYV5GJqH8I8FllmgJSEhAW2vCvYLOoOsiUFqWP0LCELtW0DenXCs4aES,2013-03-09,2689,293
175,ue2T4PgRf5J3b2f5KIYLr3i1mfyIPwKwWfahM1zHTw8rOIRB4JIXLqm06BrYaYBsvXg5b8tTSR1551neOxOGoxkp2kkKKbq5vP50lVj6ayE4zr5FYNKnK4D8w1C1XiJ1l6Kp5w22NRq0,2014-09-13,3482,3554
176,ofv7QCv0L7DuSri1oMS3hPJlURZ2ONPGA1M2wMkiKTe8sHjgtyMgX7nZVJm9m3l8s7ubepEblusNvL3Ms3IaBssCNxhnkl6QsfPvXIBDuu4nPZoJQZRsvL79PrNrIb19ycfP6Izj2EpR,2016-05-07,2084,9545
177,IXWKUNfgiQfp4T5S24zw4ZNIkr0qfqLK4ZiuFrpk68qpmJpiJXY2OA3tKNjnWyB2EUvfvKNLPO05thfbBRhIRS63fzk1HBOH7xkSXJx8JNnAK8AmrIlER2lwY196jWDOAs857ND2ei8D,2016-10-31,6304,3634
178,y8J9aJ0EMy3gJ1YxKZ9b9EodEtks3hHcIcHlMDy013sJUhsnJL3Q6RhuTp5qjILpqaXruxkGlIkGWfJgB6isn1g05WRgIHRtsDc3JA3WkxpxraYygYomjcCz4hvXgE7d00YSDPXADMH0,2012-03-31,909,1020
179,8dAucpJPBm9mPfzgzL61CFuQAoiXVLoKZRYDDNALrIRaPvviWlAAxRb3sttyHv4z8zN7HwcmLuJ4xTAP3ABtKnXHzeVUdME5NccaixakIYzCHhGYse5HuKoUbFImaIJ8qOqU1krFjalw,2015-11-25,9758,4595
180,Y7l8R6KCxI9coyJ9P0V30vgIxziUj2fGF0OdgKrtDngskObvQlg89GbmadLbY0d5m2WyjqcEIl0NOxhiYwD7VhG9ZlCD8QVMKlGr1nLkIb0XPNXm5nDlxfkFvXY7nYG2QnCnrzqvldz3,2011-07-25,4257,1726
181,OaIVMtZoBA6eON6tV7HmKu4F6SATqqYCnMtNQuphNYlq3LgXgFhtlHAdfDY4tG8Um31CdtdkSkYwIOLuvmwkIpbfLQrMWvyHZQDAUe4xm7bBtOUR1nIGTXM7bV0NCQOhwQW1KLaQs98L,2011-10-21,5024,6062
182,6aVsmryBEGi8oqvVs4Oc1cGqN1YTZAtBj2Rl5f4EcUxDmcmBOncULTGdTofuSemEXgYvZJZN9KAgpCDvPXFwhZ0PwxSRAKw7ssqFD1mFNPVBTjyQkue5Z0g8qJ8l1IMyXCy6W7rXvAiS,2013-04-16,9822,1942
183,9BqQp0i1LsZ32ANFDgnQv14mCGKYSO31Nvmzc6Ige6uoixfuwdOhLpbIHDOiqJj7yhqGYYmGYGwzGQDOlZmz9WpiUesZrj0UWxzBHYWY0IJF2mB09A7Rhu7b1Iv4pNYyQbcSaCHMCO81,2007-11-30,7788,1317
184,c1Zrljxm0XK8nctmtUzbKsa63vOSvFOQcDbxyrMqnzcC2IjkfWI2vOitbcy0Ue0uJ3gjA5yCHIxUQXEuLnxY7VfOesVV2WWJ8s38m9kjiGvnbOdEXEorqbxxYRESkcKvwnVheGIMDO01,2018-10-15,4596,6976
185,OR7yrocg5GkU4R9F690x25jR5cnbl5MgfxDSfWEHLymYgyRvPu5lB9YTrp2OAA593DzGOqkk5tmDSLvGK2M0AlffZukzdzGK3nec9KhiKUpRXUAf4wEIyE8SiTrdGuGGmbKprSHAUnqp,2011-05-18,4150,1392
186,uE5rv8WyoM3pdDcZOjp5KVyloDxKYSWVKmtBzZVoEVAfZbhQKQbWiM4ZPTCrKLaWzif0UbjyOA1zUTMNggAH1Ax8sTvgXnd24op16r6srnIhVFE6HyLnLTfzugHApDakg84qoVQzkRZN,2006-06-29,2696,578
187,PzYic0rkJzGZj5CnMiAWKXRwiVD33R8e3ev0o2HqRUhzO1QpOwBTPQc1hmAGwyq11lfEJM9TaUE00chqFXoHPoPnB3TC2A3dnp7nWLfCxr35MmBEETAYJjmMW2CQ26bZalMLe4U42lUh,2009-05-16,633,9891
188,2O7i9fTECuRdJPJ0QdekazkK9GghPEbBbnXo93a5RIItn0unbdRRz08Cnxi28wz8TPCf1f1WDjTRr0gIV3FvwKMloUALUh6eTJaXyPv6m4OPgrVxQZhFqDLIDa1hfpCgny8haIUGIJI1,2017-02-12,1573,973
